Tweet,preprocessed,Sentimen
"@hana3ru Skripsi saya berkaitan dengan tiktok shop :) pake dihapus pula itu"";0;negatif,,,,,,,,,,,,,,,",skripsi saya berkaitan dengan tiktok shop pakai dihapus pula itunegatif,Netral
"Gw cepet cepet co kebutuhan biar ga jadi mahal pas udah di oren. Setidaknya TikTok Shop udh paling beneran free ongkirnyaa ga free ongkir tapi masi bayar setengah harga ongkir. Di oren, bgi orang luar Jawa mah ya ongkir 30k tuh masi murah ðŸ˜‡",saya cepat cepat check out kebutuhan biar tidak jadi mahal pas sudah di oren setidaknya tiktok shop sudah paling benar gratis ongkirnyaa tidak gratis ongkos kirim tetapi masih bayar setengah harga ongkos kirim di oren bgi orang luar jawa mah iya ongkos kirim ke tuh masih murah,Positif
"@bejanawaktu harus nyaa yaaa, yang dicabut kan fitur nya doang. kalo emang profit, tiktokshop bikin app e-commerce sendiri jd yang diminta sebenernya e-commerce jangan disatuin sama entertainment nya. gue yang mau nyari hiburan jujur aga keganggu ama postingan/live jualan yang lewat",harus nyaa yaaa yang dicabut kan fitur nya doang kalau memang profit tiktok shop bikin app e commerce sendiri jadi yang diminta sebenarnya e commerce jangan disatuin sama entertainment nya saya yang mau mencari hiburan jujur agak keganggu sama postinganlive jualan yang lewat,Positif
"@santagesikk Pindah platform dulu kakak, coba ke shopee tokped dulu, sambil nunggu kebijakan baru tiktokshop nantinya gimana huhu",pindah platform dulu kakak coba ke shopee tokopedia dulu sambil nunggu kebijakan baru tiktok shop nantinya bagaimana huhu,Positif
knp tiktokshop hrs di hapus ih?,kenapa tiktok shop harus di hapus ih,Netral
Kek mo nangisss tiktok shop ditutupðŸ˜­,seperti mau nangisss tiktok shop ditutup,Negatif
knp ya org2 yg jualan di tn abang ga coba any smart ways buat jualan dgn ngikutin perkembangan zaman aja? emg kl tiktokshop ditutup tn abang udah pasti rame? pdhl kl mereka jg ikutan jualan di tiktok bisa menguntungkan jugaðŸ˜µ,kenapa iya orang yang jualan di tn abang tidak coba any pintar ways buat jualan dengan ngikutin perkembangan zaman saja memang kalau tiktok shop ditutup tn abang sudah pasti ramai padahal kalau mereka juga ikutan jualan di tiktok bisa menguntungkan juga,Positif
Tiktokshop tutup sistem ekonomi indo ikutan kacau bakalan nih.,tiktok shop tutup sistem ekonomi indo ikutan kacau akan ini,Positif
Apa cuman ane gak punya #TikTok #TikTokShop bakalan gak ada e-com https://t.co/0gtVkkAkhp,apa cuman ane tidak punya akan tidak ada e com,Netral
"Walau Tiktok Shop besok mau ditutup, Danggeun-min tetep bakal tungguin kok aplikasi barunya nanti sebelum 11.11ðŸ˜ƒ  Yang mau co sekarang masih bisa lho, dapet bonus free ongkir melimpah ruahhhhðŸ«£ðŸ¥³  Mampir yukk https://t.co/ALw4HPa1MO  wts #bukukorea #FLAME_RISES_IN_JAKARTA",walau tiktok shop besok mau ditutup danggeun admin tetep bakal tungguin kok aplikasi barunya nanti sebelum yang mau check out sekarang masih bisa loh dapat bonus gratis ongkos kirim melimpah ruahhhh mampir yukk wts risesinjakarta,Positif
@jihann Makjiii aku harus apa aku nangis tiktok shop di tutup. Soalnya tiktok shop kalau ngasih diskon gak ngotak terus juga gratongnya juga sering ðŸ˜­,makjiii saya harus apa saya menangis tiktok shop di tutup soalnya tiktok shop kalau memberikan diskon tidak otak terus juga gratongnya juga sering,Netral
kayaknya ini yg live tiktokshop pada habis nangis semuaðŸ¥²,kayaknya ini yang live tiktok shop pada habis menangis semua,Positif
Apa pendapat kamu tentang penutupan tiktok shop?,apa pendapat kamu tentang penutupan tiktok shop,Netral
Seriously sebenarnya masih ga masuk sama alasannya TikTok shop ditutup let see sebulan dua bulan kira2 ada perubahan lagi apa enggak ðŸ˜‚,seriously sebenarnya masih tidak masuk sama alasannya tiktok shop ditutup let see sebulan dua bulan kira ada perubahan lagi apa tidak,Negatif
Contohnya soal tiktokshop dan social-commerce yg diomongin belakangan ini. ini bener-bener fenomena yg menarik banget buat diikutin perkembangannya tentang gimana flow bisnis baru kaya gini tu bisa diadaptasiin dengan aman di masyarakat kita,contohnya soal tiktok shop dan sosial commerce yang diomongin belakangan ini ini benar benar fenomena yang menarik sekali buat diikutin perkembangannya tentang bagaimana flow bisnis baru seperti gini tu bisa diadaptasiin dengan aman di masyarakat kita,Positif
Baru juga dpt komisi 16rb eh dah mo tutop aja tiktokshopðŸ˜« Apakabarlah komisiku yg masih tertunda ituðŸ˜­,baru juga dapat komisi ribu eh deh mau tutop saja tiktok shop apakabarlah komisiku yang masih tertunda itu,Netral
"kalo tiktokshop ditutup, keranjang w gmn nihhhðŸ˜­ðŸ˜© mana byk yg blm di co lagiðŸ˜­ðŸ˜­",kalau tiktok shop ditutup keranjang saya bagaimana  ini mana banyak yang belum di check out lagi,Positif
Tiktokshop kapan tutupnya? Bisa gak setelah 10.10 aja? Wkwk,tiktok shop kapan tutupnya bisa tidak setelah saja tertawa,Netral
eh beneran tiktok shop besok udh ga beroperasi?,eh benar tiktok shop besok sudah tidak beroperasi,Netral
Padahal kan ya tiktok shop mau di tutup ato gak tetep aja males orang belanja ke toko gitu kalo ga kepepet aja ya ttp belanja onlen lah.,padahal kan iya tiktok shop mau di tutup atau tidak tetep saja males orang belanja ke toko begitu kalau tidak kepepet saja iya tetap belanja onlen lah,Negatif
gue jualan pc di tiktok shop besok udh gaada aja,saya jualan pc di tiktok shop besok sudah tidak ada uang saja,Netral
"sedih bgt tiktokshop ditutup, padahal lg rame rame nya jualan manik manikðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",sedih sangat tiktok shop ditutup padahal lagi ramai ramai nya jualan manik manik,Negatif
Setelah tiktok shop tutup apa kah tanah abang akan ramai kembali? Jika masih sepi siapa lagi yang harus disalahkan/tutup Pak @ZUL_Hasan,setelah tiktok shop tutup apa kah tanah abang akan ramai kembali jika masih sepi siapa lagi yang harus disalahkantutup pak,Negatif
Agak sedih sihh tiktok shop ditutup soalnya harga murahâ€,agak sedih sihh tiktok shop ditutup soalnya harga murah,Negatif
tiktokshop byk flash sale grgr hari ini tutup,tiktok shop banyak flash sale grgr hari ini tutup,Positif
Jujur saya paling terdampak sepinya pasar tanah abang karna bos saya jualannya masih offline dan tokonya sepi akhir2 ini sehingga produksi dikurangi pendapatan pun menurun drastis. Tapi saya juga tak setuju tiktokshop ditutup karna banyak pula UMKM yang baru merintis cuan disana,jujur saya paling terdampak sepinya pasar tanah abang karena bos saya jualannya masih offline dan tokonya sepi akhir ini sehingga produksi dikurangi pendapatan pun menurun drastis tetapi saya juga tidak setuju tiktok shop ditutup karena banyak pula umkm yang baru merintis cuan disana,Positif
tiktokshop beneran ditutup wow takira cuma becanda xixi,tiktok shop benar ditutup wow takira cuma becanda xixi,Netral
"@jokowi Pa @jokowi  Tolong tiktokshop jangan ditutup, karena saya dan jutaan rakyat Indonesia hidup tergantung dari itu. Jika tidak bapak perlahan akan membuat kami mati ðŸ™ðŸ™ðŸ™ðŸ™",apa  tolong tiktok shop jangan ditutup karena saya dan jutaan rakyat indonesia hidup tergantung dari itu jika tidak bapak perlahan akan membuat kami mati,Negatif
Pekerjaan yang hilang atau terdampak dari pelarangan tiktokshop: - seller - afiliator - Host Live Shopping - lanjutkan...   Berapa ya jumlah SDM unggul yg terdampak dari kebijakan ini? Yg punya data tolong spill dong.,pekerjaan yang hilang atau terdampak dari pelarangan tiktok shop seller afiliator host live shopping lanjutkan berapa iya jumlah sdm unggul yang terdampak dari kebijakan ini yang punya data tolong jatuh dong,Positif
Kesedihan hari ini adalah BESOK TIKTOK SHOP DITUTUP ðŸ˜­ðŸ˜­ðŸ˜­,kesedihan hari ini adalah besok tiktok shop ditutup,Negatif
"Ini pemerintah ga mikirin juga kali ya banyak yg kerja bergantung di tiktok shop? Kayak ibu2 yg jual baju anak2, dan adek saya yg jadi operator tiktop shop. Ini mah bukannya bikin kebijakan tapi blokir, tapi kalo judi online kayak orang gapunya mata sama telinga, alias goblok bgt",ini pemerintah tidak memikirkan juga kali iya banyak yang kerja bergantung di tiktok shop seperti ibu yang jual baju anak dan adek saya yang jadi operator tiktop shop ini mah bukannya bikin kebijakan tetapi blokir tetapi kalau judi online seperti orang gapunya mata sama telinga alias bodoh sangat,Positif
"org org pada live sampe begadang gara gara tiktokshop mau dihapus, lah gue kena band sampe besok jam 18.37 sedangkan tiktokshop ditutup jam 17.00 nangis bgt gabisa live gabisa post videoðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ aku generasi sandwich dan pengangguran huaa sedih bgttttðŸ˜­ðŸ˜­ https://t.co/RJLZ5N0Pc6",orang orang pada live sampai begadang karena karena tiktok shop mau dihapus lah saya kena band sampai besok jam sedangkan tiktok shop ditutup jam menangis sangat tidak bisa live tidak bisa surat video saya generasi sandwich dan pengangguran huaa sedih bgtttt,Negatif
Barang paling memorable yg pernah kamu beli di tiktok shop,barang paling memorable yang pernah kamu beli di tiktok shop,Positif
@kegblgnunfaedh Umkm tiktok shop hilang tokonya umkm offline senang dengan aturan ini .. Gak adil rasanya ðŸ˜…,umkm tiktok shop hilang tokonya umkm offline senang dengan aturan ini tidak adil rasanya,Positif
"Kasus tiktokshop ini kalo gue tanggapi emg agak-agak, hmm gimana ya. Memang sih umkm atau pedagang kecil lumayan banyak ngeraup cuan dari tiktokshop ini, tapi Project S nya itu loh yg serem. Kemudahan antara mencari hiburan dan belanja dalam satu platform ini emg sangat ngebantu",kasus tiktok shop ini kalau saya tanggapi memang agak agak hmm bagaimana iya memang sih umkm atau pedagang kecil lumayan banyak ngeraup cuan dari tiktok shop ini tetapi projek s nya itu loh yang serem kemudahan antara mencari hiburan dan belanja dalam satu platform ini memang sangat bantu,Negatif
"Keracunan tiktok shop, ga tau co berapa kali tadi. Sampe ga berani mau cek mbanking. Takut nyesel ðŸ¥²",keracunan tiktok shop tidak tahu check out berapa kali tadi sampai tidak berani mau cek mbanking takut sesal,Positif
Katanya tiktok shop tutup ?,katanya tiktok shop tutup,Negatif
galau banget tiktok shop mau di tutup huhu,galau sekali tiktok shop mau di tutup huhu,Positif
emg bener tiktokshop mo tutup?,memang benar tiktok shop mau tutup,Positif
Malam ini semua brand lagi sibuk sale di tiktokshop wkwk panique.  Aku? Tentu saja nonton karena gabut tapi gabisa tidur. Semoga kuat buat ga mendadak jajan.,malam ini semua brand lagi sibuk sale di tiktok shop tertawa panique saya tentu saja nonton karena gabut tetapi tidak bisa tidur semoga kuat buat tidak mendadak jajan,Positif
@irfansetiawaann @timothyronald22 bukannya grgr masalah perizinan ya? tiktokshop masih bisa kok asal dibikin aplikasi e-comercenya sendiri,bukannya grgr masalah perizinan iya tiktok shop masih bisa kok asal dibikin aplikasi e comercenya sendiri,Negatif
wkwk random bgt mlem2 tbtb gue d suruh nntn live tiktok shop pnya tmnnya yg lg promoin dasternya. tnpa basabasi ternyata udh d co in dongðŸ¤£ ada aja gebraknya mo tdr malah jd ngakak. hihi thx ya biar lancar terus rezekinya,tertawa random sangat mlem tbtb saya di suruh nonton live tiktok shop punya tmnnya yang lagi promoin dasternya tnpa basabasi ternyata sudah di check out masuk dong ada saja gebraknya mau tdr bahkan jadi tertawa hihi terima kasih iya biar lancar terus rezekinya,Positif
&lt &lt &lt  salah satu netizen yg sedih TikTok Shop ditutup,lt lt lt salah satu netizen yang sedih tiktok shop ditutup,Negatif
"Tiktok shop langsung gercep ditanganinya sama permendag karna adanya monopoli algoritma nya, yang katanya banyak barang cina. Tapi judi online yg jelas merugikan negara karna yg seharusnya uang 100k bisa berputar tp berakhir untuk depo, dan uang nya jelas ga berputar masih belum-",tiktok shop langsung gerak cepat ditanganinya sama permendag karena adanya monopoli algoritma nya yang katanya banyak barang cina tetapi judi online yang jelas merugikan negara karena yang seharusnya uang ke bisa berputar tetapi berakhir untuk Depot dan uang nya jelas tidak berputar masih belum,Positif
disclaimer gua bukan pick me tapi jujuurr gapernah beli di tiktok shop..... ga ngerti soalnya ðŸ˜­,disclaimer saya bukan pick me tetapi jujuurr tidak pernah beli di tiktok shop tidak mengerti soalnya,Netral
@nisou Lu bukan bff racun tiktok shop kah,kamu bukan bff racun tiktok shop kah,Netral
dana memang kntol w dah gapernah nyimpen duit disitu TAPI BARUSAN ABIS REFUND TIKTOKSHOP RENCANANYA MAU BUAT CO LAGI EH LUPA EH TBTB KEPOTONG ADUH BEJIR MOMEN DAH HIDUP,dana memang kntol saya deh tidak pernah nyimpen uang disitu tetapi barusan habis refund tiktok shop rencananya mau buat check out lagi eh lupa eh tbtb kepotong aduh bejir momen deh hidup,Positif
wah tiktok shop buyar -_-,wah tiktok shop buyar,Netral
Tiktok shop sudah resmi ditutup yaa?,tiktok shop sudah resmi ditutup yaa,Negatif
baru aja gue bisa pake tiktok shop malah mau ditutup ðŸ˜­ yailah gue gbs pake oren,baru saja saya bisa pakai tiktok shop bahkan mau ditutup yailah saya tidak bisa pakai oren,Positif
@AsahPolaPikir Launch TikTok Shop sebagai aplikasi ecommerce mungkin,launch tiktok shop sebagai aplikasi toko online mungkin,Netral
ada recom basreng yg enak di tiktokshop gaa? wkwkkw keburu gabisa order disana lagiiiâ˜¹ï¸,ada recom basreng yang enak di tiktok shop gaa tertawa terlanjur tidak bisa order disana lagiii,Positif
@kegblgnunfaedh Tiktok shop tinggal bikin plaftorm e-commerce jadi lg itu barang,tiktok shop tinggal bikin plaftorm e commerce jadi lagi itu barang,Netral
"Tai banget kata gw mah, mana gw baru belanja di tiktokshop sekali.",kotoran sekali kata saya mah mana saya baru belanja di tiktok shop sekali,Netral
"Tiktod shop stop per 4 oktober? Bagus, segera ada aplikasi baru dari tiktok, aplikasi baru = pengguna baru dapet banyak kupon lagi xixixi",tiktod shop stop per oktober bagus segera ada aplikasi baru dari tiktok aplikasi baru pengguna baru dapat banyak kupon lagi tertawa,Positif
TikTok Shop setuju ikuti aturan pemerintah https://t.co/FStjxfNJFA,tiktok shop setuju ikuti aturan pemerintah,Netral
"[HOT NEWS]  TikTok Shop Indonesia Resmi Ditutup  4 Oktober 2023 Jam 17.00 WIB  Bagi Anda yang sedang bertransaksi di TikTok Shop, bisa melakukan pembatalan dan pengembalian dana (refund).Â   Durasi pengembalian dana bergantung pada metode pembayaran yang dilakukan. Berikutâ€¦ https://t.co/9hAc7acv6g",hot news tiktok shop indonesia resmi ditutup oktober jam wib bagi anda yang sedang bertransaksi di tiktok shop bisa melakukan pembatalan dan pengembalian dana refund durasi pengembalian dana bergantung pada metode pembayaran yang dilakukan berikut,Positif
"despite of all this tiktok shop &amp  social commerce's huru-hara, kok annoying bgt ya liat influenser yg saban waktu ngontenin lux life ampe bikin vt bangun rumah mewah berpart2, tp pas tiktok shop ditutup ngeluh smp nangis2nya ngelebihin umkm kelas bawah yg lebih berdarah2????",despite of all this tiktok shop amp sosial commerces huru hara kok annoying sangat iya lihat influenser yang saban waktu ngontenin lux life sampai bikin vt bangun rumah mewah berpart tetapi pas tiktok shop ditutup mengeluh sampai nangisnya ngelebihin umkm kelas bawah yang lebih berdarah,Negatif
"Ga pernah beli apa pun di tiktok shop, dulu pernah co tas PVC buat ngonser masih tersedia makanya bisa co trus kata gua kok ga di prosesÂ² pas gua chat sellernya lu tau apa?dia bilang stoknya habis karena yg diduluin shopee wahhh amjg bgt gua emosi sumpaðŸ˜­mana h- sekian konser",tidak pernah beli apa pun di tiktok shop dulu pernah check out tas pvc buat ngonser masih tersedia makanya bisa check out terus kata saya kok tidak di proses pas saya pesan sellernya kamu tahu apadia bilang stoknya habis karena yang diduluin shopee wahhh anjing sangat saya emosi sumpamana h sekian konser,Positif
Ini tiktok shop beneran besok ditutup? Banyak bgt yg pada live cuci gudang,ini tiktok shop benar besok ditutup banyak sangat yang pada live cuci gudang,Positif
sad juga ya ternyata setelah dapat statement official dari tiktok  berasa banget karena uda mulai live jualan dari awal tiktokshop belum launch sampai hari ini bener2 ikutin progress tiktokshop ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²,sedih juga iya ternyata setelah dapat statement official dari tiktok berasa sekali karena sudah mulai live jualan dari awal tiktok shop belum launch sampai hari ini benar ikutin progress tiktok shop,Negatif
"Tarik commission TikTok untuk pertama dan jangan yg terakhir ya, yaampun happy tapi sedihðŸ¥¹ yuk TikTok Shop bisa yuk comeback stronger, aku percaya km bisyaaaaðŸ™Œ",tarik commission tiktok untuk pertama dan jangan yang terakhir iya yaampun bahagia tetapi sedih yuk tiktok shop bisa yuk comeback stronger saya percaya kamu bisyaaaa,Positif
