Tweet,Sentimen,CaseFolding,cleaned,Tokenizing,Formalisasi,Stemming,preprocessed
"Ternyata setelah pelarangan TikTok shop hanya menguntungkan tokped dan shoppe, laporan Majalah Tempo hari ini.. apakah di balik pelarangan tsb memang ada agenda bisnis?.   Emangnya kenapa kalo sosmed jadi satu sama e-commerce bukannya lebih efisien. Tren dunia akan demikian.",Negatif,"ternyata setelah pelarangan tiktok shop hanya menguntungkan tokped dan shoppe, laporan majalah tempo hari ini.. apakah di balik pelarangan tsb memang ada agenda bisnis?.   emangnya kenapa kalo sosmed jadi satu sama e-commerce bukannya lebih efisien. tren dunia akan demikian.",ternyata setelah pelarangan tiktok shop hanya menguntungkan tokped dan shoppe laporan majalah tempo hari ini apakah di balik pelarangan tsb memang ada agenda bisnis emangnya kenapa kalo sosmed jadi satu sama e commerce bukannya lebih efisien tren dunia akan demikian,"['ternyata', 'setelah', 'pelarangan', 'tiktok', 'shop', 'hanya', 'menguntungkan', 'tokped', 'dan', 'shoppe', 'laporan', 'majalah', 'tempo', 'hari', 'ini', 'apakah', 'di', 'balik', 'pelarangan', 'tsb', 'memang', 'ada', 'agenda', 'bisnis', 'emangnya', 'kenapa', 'kalo', 'sosmed', 'jadi', 'satu', 'sama', 'e', 'commerce', 'bukannya', 'lebih', 'efisien', 'tren', 'dunia', 'akan', 'demikian']","['ternyata', 'setelah', 'pelarangan', 'tiktok', 'shop', 'hanya', 'menguntungkan', 'tokopedia', 'dan', 'shoppe', 'laporan', 'majalah', 'tempo', 'hari', 'ini', 'apakah', 'di', 'balik', 'pelarangan', 'tersebut', 'memang', 'ada', 'agenda', 'bisnis', 'memangnya', 'kenapa', 'kalau', 'sosial media', 'jadi', 'satu', 'sama', 'e', 'commerce', 'bukannya', 'lebih', 'efisien', 'trend', 'dunia', 'akan', 'demikian']","['nyata', 'telah', 'larang', 'tiktok', 'shop', 'hanya', 'untung', 'tokopedia', 'dan', 'shoppe', 'lapor', 'majalah', 'tempo', 'hari', 'ini', 'apakah', 'di', 'balik', 'larang', 'sebut', 'memang', 'ada', 'agenda', 'bisnis', 'memang', 'kenapa', 'kalau', 'sosial media', 'jadi', 'satu', 'sama', 'e', 'commerce', 'bukan', 'lebih', 'efisien', 'trend', 'dunia', 'akan', 'demikian']",ternyata setelah pelarangan tiktok shop hanya menguntungkan tokopedia dan shoppe laporan majalah tempo hari ini apakah di balik pelarangan tersebut memang ada agenda bisnis memangnya kenapa kalau sosial media jadi satu sama e commerce bukannya lebih efisien trend dunia akan demikian
pd berburu tiktok live shop gak gais wk,Positif,pd berburu tiktok live shop gak gais wk,pd berburu tiktok live shop gak gais wk,"['pd', 'berburu', 'tiktok', 'live', 'shop', 'gak', 'gais', 'wk']","['pada', 'berburu', 'tiktok', 'live', 'shop', 'tidak', 'gais', 'wk']","['pada', 'buru', 'tiktok', 'live', 'shop', 'tidak', 'gais', 'wk']",pada berburu tiktok live shop tidak gais wk
@AsahPolaPikir Percuma tiktok shop tutup pasar tetap sepi klau mau rame tutup semuanya biar kembali tuh pasar kayak dulu sebelum ada belanja online,Negatif,@asahpolapikir percuma tiktok shop tutup pasar tetap sepi klau mau rame tutup semuanya biar kembali tuh pasar kayak dulu sebelum ada belanja online,percuma tiktok shop tutup pasar tetap sepi klau mau rame tutup semuanya biar kembali tuh pasar kayak dulu sebelum ada belanja online,"['percuma', 'tiktok', 'shop', 'tutup', 'pasar', 'tetap', 'sepi', 'klau', 'mau', 'rame', 'tutup', 'semuanya', 'biar', 'kembali', 'tuh', 'pasar', 'kayak', 'dulu', 'sebelum', 'ada', 'belanja', 'online']","['percuma', 'tiktok', 'shop', 'tutup', 'pasar', 'tetap', 'sepi', 'kalau', 'mau', 'ramai', 'tutup', 'semuanya', 'biar', 'kembali', 'tuh', 'pasar', 'seperti', 'dulu', 'sebelum', 'ada', 'belanja', 'online']","['percuma', 'tiktok', 'shop', 'tutup', 'pasar', 'tetap', 'sepi', 'kalau', 'mau', 'ramai', 'tutup', 'semua', 'biar', 'kembali', 'tuh', 'pasar', 'seperti', 'dulu', 'belum', 'ada', 'belanja', 'online']",percuma tiktok shop tutup pasar tetap sepi kalau mau ramai tutup semuanya biar kembali tuh pasar seperti dulu sebelum ada belanja online
"Berita sedih nih, Tiktok Shop ditutup! Banyak pegawai host streamer yang kena PHK. Semoga mereka bisa cepat bangkit dan mendapatkan pekerjaan baru ya ðŸ™",Positif,"berita sedih nih, tiktok shop ditutup! banyak pegawai host streamer yang kena phk. semoga mereka bisa cepat bangkit dan mendapatkan pekerjaan baru ya ðÿ™",berita sedih nih tiktok shop ditutup banyak pegawai host streamer yang kena phk semoga mereka bisa cepat bangkit dan mendapatkan pekerjaan baru ya,"['berita', 'sedih', 'nih', 'tiktok', 'shop', 'ditutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'bisa', 'cepat', 'bangkit', 'dan', 'mendapatkan', 'pekerjaan', 'baru', 'ya']","['berita', 'sedih', 'ini', 'tiktok', 'shop', 'ditutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'bisa', 'cepat', 'bangkit', 'dan', 'mendapatkan', 'pekerjaan', 'baru', 'iya']","['berita', 'sedih', 'ini', 'tiktok', 'shop', 'tutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'moga', 'mereka', 'bisa', 'cepat', 'bangkit', 'dan', 'dapat', 'kerja', 'baru', 'iya']",berita sedih ini tiktok shop ditutup banyak pegawai host streamer yang kena phk semoga mereka bisa cepat bangkit dan mendapatkan pekerjaan baru iya
"Tiktok Shop tutup? Baguslah, lebih baik belanja di warung depan rumah aja. Gak perlu ribet-ribet sama PHK pegawai lagi.",Positif,"tiktok shop tutup? baguslah, lebih baik belanja di warung depan rumah aja. gak perlu ribet-ribet sama phk pegawai lagi.",tiktok shop tutup baguslah lebih baik belanja di warung depan rumah aja gak perlu ribet ribet sama phk pegawai lagi,"['tiktok', 'shop', 'tutup', 'baguslah', 'lebih', 'baik', 'belanja', 'di', 'warung', 'depan', 'rumah', 'aja', 'gak', 'perlu', 'ribet', 'ribet', 'sama', 'phk', 'pegawai', 'lagi']","['tiktok', 'shop', 'tutup', 'baguslah', 'lebih', 'baik', 'belanja', 'di', 'warung', 'depan', 'rumah', 'saja', 'tidak', 'perlu', 'ribet', 'ribet', 'sama', 'phk', 'pegawai', 'lagi']","['tiktok', 'shop', 'tutup', 'bagus', 'lebih', 'baik', 'belanja', 'di', 'warung', 'depan', 'rumah', 'saja', 'tidak', 'perlu', 'ribet', 'ribet', 'sama', 'phk', 'pegawai', 'lagi']",tiktok shop tutup baguslah lebih baik belanja di warung depan rumah saja tidak perlu ribet ribet sama phk pegawai lagi
"Bisa di bilang cukup sedih TikTok-shop mau di tutup, krn cukup sering belanja via TikTok. Kalo dah di tutup belah ono msh sepi juga dah ya jgn tunjuk2 yg online lagi krn ga semua orang skrng suka belanja offline, blm lagi cari parkir, macet, harus nawar, dll nya",Negatif,"bisa di bilang cukup sedih tiktok-shop mau di tutup, krn cukup sering belanja via tiktok. kalo dah di tutup belah ono msh sepi juga dah ya jgn tunjuk2 yg online lagi krn ga semua orang skrng suka belanja offline, blm lagi cari parkir, macet, harus nawar, dll nya",bisa di bilang cukup sedih tiktok shop mau di tutup krn cukup sering belanja via tiktok kalo dah di tutup belah ono msh sepi juga dah ya jgn tunjuk2 yg online lagi krn ga semua orang skrng suka belanja offline blm lagi cari parkir macet harus nawar dll nya,"['bisa', 'di', 'bilang', 'cukup', 'sedih', 'tiktok', 'shop', 'mau', 'di', 'tutup', 'krn', 'cukup', 'sering', 'belanja', 'via', 'tiktok', 'kalo', 'dah', 'di', 'tutup', 'belah', 'ono', 'msh', 'sepi', 'juga', 'dah', 'ya', 'jgn', 'tunjuk2', 'yg', 'online', 'lagi', 'krn', 'ga', 'semua', 'orang', 'skrng', 'suka', 'belanja', 'offline', 'blm', 'lagi', 'cari', 'parkir', 'macet', 'harus', 'nawar', 'dll', 'nya']","['bisa', 'di', 'bilang', 'cukup', 'sedih', 'tiktok', 'shop', 'mau', 'di', 'tutup', 'karena', 'cukup', 'sering', 'belanja', 'melalui', 'tiktok', 'kalau', 'deh', 'di', 'tutup', 'belah', 'ono', 'masih', 'sepi', 'juga', 'deh', 'iya', 'jangan', 'tunjuk2', 'yang', 'online', 'lagi', 'karena', 'tidak', 'semua', 'orang', 'sekarang', 'suka', 'belanja', 'offline', 'belum', 'lagi', 'cari', 'parkir', 'macet', 'harus', 'nawar', 'dan lain-lain', 'nya']","['bisa', 'di', 'bilang', 'cukup', 'sedih', 'tiktok', 'shop', 'mau', 'di', 'tutup', 'karena', 'cukup', 'sering', 'belanja', 'lalu', 'tiktok', 'kalau', 'deh', 'di', 'tutup', 'belah', 'ono', 'masih', 'sepi', 'juga', 'deh', 'iya', 'jangan', 'tunjuk2', 'yang', 'online', 'lagi', 'karena', 'tidak', 'semua', 'orang', 'sekarang', 'suka', 'belanja', 'offline', 'belum', 'lagi', 'cari', 'parkir', 'macet', 'harus', 'nawar', 'dan lain', 'nya']",bisa di bilang cukup sedih tiktok shop mau di tutup karena cukup sering belanja melalui tiktok kalau deh di tutup belah ono masih sepi juga deh iya jangan tunjuk2 yang online lagi karena tidak semua orang sekarang suka belanja offline belum lagi cari parkir macet harus nawar dan lain-lain nya
Akhirnya Tiktok Shop ditutup juga. Kasian ya banyak pegawai host streamer yang kena PHK. Semoga mereka cepat dapat pekerjaan baru.,Positif,akhirnya tiktok shop ditutup juga. kasian ya banyak pegawai host streamer yang kena phk. semoga mereka cepat dapat pekerjaan baru.,akhirnya tiktok shop ditutup juga kasian ya banyak pegawai host streamer yang kena phk semoga mereka cepat dapat pekerjaan baru,"['akhirnya', 'tiktok', 'shop', 'ditutup', 'juga', 'kasian', 'ya', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'cepat', 'dapat', 'pekerjaan', 'baru']","['akhirnya', 'tiktok', 'shop', 'ditutup', 'juga', 'kasian', 'iya', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'cepat', 'dapat', 'pekerjaan', 'baru']","['akhir', 'tiktok', 'shop', 'tutup', 'juga', 'kasi', 'iya', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'moga', 'mereka', 'cepat', 'dapat', 'kerja', 'baru']",akhirnya tiktok shop ditutup juga kasian iya banyak pegawai host streamer yang kena phk semoga mereka cepat dapat pekerjaan baru
"@lambebuzzer @Kemendag @ZUL_Hasan Di Tiktok ada Project S yg katanya tujuannya memantau barang2 yg laris di Indo.  Yg aku tau, tiktokshop sering menjiplak Batik Pekalongan tapi impor made in china. Harganya jauh separo lebih murah, walaupun jelas beda batik print dgn batik tulis.",Positif,"@lambebuzzer @kemendag @zul_hasan di tiktok ada project s yg katanya tujuannya memantau barang2 yg laris di indo.  yg aku tau, tiktokshop sering menjiplak batik pekalongan tapi impor made in china. harganya jauh separo lebih murah, walaupun jelas beda batik print dgn batik tulis.",di tiktok ada project s yg katanya tujuannya memantau barang2 yg laris di indo yg aku tau tiktok shop sering menjiplak batik pekalongan tapi impor made in china harganya jauh separo lebih murah walaupun jelas beda batik print dgn batik tulis,"['di', 'tiktok', 'ada', 'project', 's', 'yg', 'katanya', 'tujuannya', 'memantau', 'barang2', 'yg', 'laris', 'di', 'indo', 'yg', 'aku', 'tau', 'tiktok', 'shop', 'sering', 'menjiplak', 'batik', 'pekalongan', 'tapi', 'impor', 'made', 'in', 'china', 'harganya', 'jauh', 'separo', 'lebih', 'murah', 'walaupun', 'jelas', 'beda', 'batik', 'print', 'dgn', 'batik', 'tulis']","['di', 'tiktok', 'ada', 'projek', 's', 'yang', 'katanya', 'tujuannya', 'memantau', 'barang2', 'yang', 'laris', 'di', 'indo', 'yang', 'saya', 'tahu', 'tiktok', 'shop', 'sering', 'menjiplak', 'batik', 'pekalongan', 'tetapi', 'impor', 'made', 'masuk', 'china', 'harganya', 'jauh', 'separo', 'lebih', 'murah', 'walaupun', 'jelas', 'beda', 'batik', 'print', 'dengan', 'batik', 'tulis']","['di', 'tiktok', 'ada', 'projek', 's', 'yang', 'kata', 'tuju', 'pantau', 'barang2', 'yang', 'laris', 'di', 'indo', 'yang', 'saya', 'tahu', 'tiktok', 'shop', 'sering', 'jiplak', 'batik', 'kalong', 'tetapi', 'impor', 'made', 'masuk', 'china', 'harga', 'jauh', 'paro', 'lebih', 'murah', 'walaupun', 'jelas', 'beda', 'batik', 'print', 'dengan', 'batik', 'tulis']",di tiktok ada projek s yang katanya tujuannya memantau barang2 yang laris di indo yang saya tahu tiktok shop sering menjiplak batik pekalongan tetapi impor made masuk china harganya jauh separo lebih murah walaupun jelas beda batik print dengan batik tulis
Waduh tiktokshop dah tutup aja ðŸ˜“,Netral,waduh tiktokshop dah tutup aja ðÿ˜“,waduh tiktok shop dah tutup aja,"['waduh', 'tiktok', 'shop', 'dah', 'tutup', 'aja']","['waduh', 'tiktok', 'shop', 'deh', 'tutup', 'saja']","['waduh', 'tiktok', 'shop', 'deh', 'tutup', 'saja']",waduh tiktok shop deh tutup saja
Sayang sekali Tiktok Shop ditutup. Banyak pegawai host streamer yang kena PHK. Semoga mereka bisa segera mendapatkan pekerjaan baru.,Negatif,sayang sekali tiktok shop ditutup. banyak pegawai host streamer yang kena phk. semoga mereka bisa segera mendapatkan pekerjaan baru.,sayang sekali tiktok shop ditutup banyak pegawai host streamer yang kena phk semoga mereka bisa segera mendapatkan pekerjaan baru,"['sayang', 'sekali', 'tiktok', 'shop', 'ditutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'bisa', 'segera', 'mendapatkan', 'pekerjaan', 'baru']","['sayang', 'sekali', 'tiktok', 'shop', 'ditutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'semoga', 'mereka', 'bisa', 'segera', 'mendapatkan', 'pekerjaan', 'baru']","['sayang', 'sekali', 'tiktok', 'shop', 'tutup', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'kena', 'phk', 'moga', 'mereka', 'bisa', 'segera', 'dapat', 'kerja', 'baru']",sayang sekali tiktok shop ditutup banyak pegawai host streamer yang kena phk semoga mereka bisa segera mendapatkan pekerjaan baru
"yang paling sedih n kasian karena tiktok shop mau tutup adalah KOHCUN ANJIRRRRR HUAAAA kalo toko lain mungkin masih bisa jualan di oren, tp si kohcun kan affiliate doang :(",Positif,"yang paling sedih n kasian karena tiktok shop mau tutup adalah kohcun anjirrrrr huaaaa kalo toko lain mungkin masih bisa jualan di oren, tp si kohcun kan affiliate doang :(",yang paling sedih n kasian karena tiktok shop mau tutup adalah kohcun anjirrrrr huaaaa kalo toko lain mungkin masih bisa jualan di oren tp si kohcun kan affiliate doang,"['yang', 'paling', 'sedih', 'n', 'kasian', 'karena', 'tiktok', 'shop', 'mau', 'tutup', 'adalah', 'kohcun', 'anjirrrrr', 'huaaaa', 'kalo', 'toko', 'lain', 'mungkin', 'masih', 'bisa', 'jualan', 'di', 'oren', 'tp', 'si', 'kohcun', 'kan', 'affiliate', 'doang']","['yang', 'paling', 'sedih', 'dan', 'kasian', 'karena', 'tiktok', 'shop', 'mau', 'tutup', 'adalah', 'kohcun', 'anjirrrrr', 'huaaaa', 'kalau', 'toko', 'lain', 'mungkin', 'masih', 'bisa', 'jualan', 'di', 'oren', 'tetapi', 'si', 'kohcun', 'kan', 'affiliate', 'doang']","['yang', 'paling', 'sedih', 'dan', 'kasi', 'karena', 'tiktok', 'shop', 'mau', 'tutup', 'adalah', 'kohcun', 'anjirrrrr', 'huaaaa', 'kalau', 'toko', 'lain', 'mungkin', 'masih', 'bisa', 'jual', 'di', 'oren', 'tetapi', 'si', 'kohcun', 'kan', 'affiliate', 'doang']",yang paling sedih dan kasian karena tiktok shop mau tutup adalah kohcun anjirrrrr huaaaa kalau toko lain mungkin masih bisa jualan di oren tetapi si kohcun kan affiliate doang
"Tiktokshop tutup hari ini kan ya, tapi paket gua blm nyampe anjirrr , gmn ini",Negatif,"tiktokshop tutup hari ini kan ya, tapi paket gua blm nyampe anjirrr , gmn ini",tiktok shop tutup hari ini kan ya tapi paket gua blm nyampe anjirrr gmn ini,"['tiktok', 'shop', 'tutup', 'hari', 'ini', 'kan', 'ya', 'tapi', 'paket', 'gua', 'blm', 'nyampe', 'anjirrr', 'gmn', 'ini']","['tiktok', 'shop', 'tutup', 'hari', 'ini', 'kan', 'iya', 'tetapi', 'paket', 'saya', 'belum', 'sampai', 'anjirrr', 'bagaimana', 'ini']","['tiktok', 'shop', 'tutup', 'hari', 'ini', 'kan', 'iya', 'tetapi', 'paket', 'saya', 'belum', 'sampai', 'anjirrr', 'bagaimana', 'ini']",tiktok shop tutup hari ini kan iya tetapi paket saya belum sampai anjirrr bagaimana ini
"Gokil live tiktok shop pagi2 jam segini pada gaspol euy, diskonnya juga lebih gila.",Negatif,"gokil live tiktok shop pagi2 jam segini pada gaspol euy, diskonnya juga lebih gila.",gokil live tiktok shop pagi2 jam segini pada gaspol euy diskonnya juga lebih gila,"['gokil', 'live', 'tiktok', 'shop', 'pagi2', 'jam', 'segini', 'pada', 'gaspol', 'euy', 'diskonnya', 'juga', 'lebih', 'gila']","['gila', 'live', 'tiktok', 'shop', 'pagi2', 'jam', 'begini', 'pada', 'gaspol', 'euy', 'diskonnya', 'juga', 'lebih', 'gila']","['gila', 'live', 'tiktok', 'shop', 'pagi2', 'jam', 'begini', 'pada', 'gaspol', 'euy', 'diskon', 'juga', 'lebih', 'gila']",gila live tiktok shop pagi2 jam begini pada gaspol euy diskonnya juga lebih gila
Tiktok shop jadi ditutup?,Negatif,tiktok shop jadi ditutup?,tiktok shop jadi ditutup,"['tiktok', 'shop', 'jadi', 'ditutup']","['tiktok', 'shop', 'jadi', 'ditutup']","['tiktok', 'shop', 'jadi', 'tutup']",tiktok shop jadi ditutup
"Tiktok shop tutup tiktok shop tutup,ini paket gua nasibnya gimana bgst",Netral,"tiktok shop tutup tiktok shop tutup,ini paket gua nasibnya gimana bgst",tiktok shop tutup tiktok shop tutupini paket gua nasibnya gimana bgst,"['tiktok', 'shop', 'tutup', 'tiktok', 'shop', 'tutupini', 'paket', 'gua', 'nasibnya', 'gimana', 'bgst']","['tiktok', 'shop', 'tutup', 'tiktok', 'shop', 'tutupini', 'paket', 'saya', 'nasibnya', 'bagaimana', 'bangsat']","['tiktok', 'shop', 'tutup', 'tiktok', 'shop', 'tutupini', 'paket', 'saya', 'nasib', 'bagaimana', 'bangsat']",tiktok shop tutup tiktok shop tutupini paket saya nasibnya bagaimana bangsat
"Sayang sekali, TikTok Shop akan ditutup mulai tanggal 4 Oktober. Banyak pegawai host streamer yang harus mengalami PHK. Semoga mereka segera mendapatkan pekerjaan baru yang lebih baik.",Negatif,"sayang sekali, tiktok shop akan ditutup mulai tanggal 4 oktober. banyak pegawai host streamer yang harus mengalami phk. semoga mereka segera mendapatkan pekerjaan baru yang lebih baik.",sayang sekali tiktok shop akan ditutup mulai tanggal 4 oktober banyak pegawai host streamer yang harus mengalami phk semoga mereka segera mendapatkan pekerjaan baru yang lebih baik,"['sayang', 'sekali', 'tiktok', 'shop', 'akan', 'ditutup', 'mulai', 'tanggal', '4', 'oktober', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'mengalami', 'phk', 'semoga', 'mereka', 'segera', 'mendapatkan', 'pekerjaan', 'baru', 'yang', 'lebih', 'baik']","['sayang', 'sekali', 'tiktok', 'shop', 'akan', 'ditutup', 'mulai', 'tanggal', '4', 'oktober', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'mengalami', 'phk', 'semoga', 'mereka', 'segera', 'mendapatkan', 'pekerjaan', 'baru', 'yang', 'lebih', 'baik']","['sayang', 'sekali', 'tiktok', 'shop', 'akan', 'tutup', 'mulai', 'tanggal', '4', 'oktober', 'banyak', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'alami', 'phk', 'moga', 'mereka', 'segera', 'dapat', 'kerja', 'baru', 'yang', 'lebih', 'baik']",sayang sekali tiktok shop akan ditutup mulai tanggal 4 oktober banyak pegawai host streamer yang harus mengalami phk semoga mereka segera mendapatkan pekerjaan baru yang lebih baik
"Banyak yang terkejut dengan penutupan resmi TikTok Shop. Tidak hanya pengguna, tetapi juga pegawai host streamer yang harus mengalami PHK. Semoga mereka segera menemukan pekerjaan baru dan tetap semangat! ðŸ’ª",Positif,"banyak yang terkejut dengan penutupan resmi tiktok shop. tidak hanya pengguna, tetapi juga pegawai host streamer yang harus mengalami phk. semoga mereka segera menemukan pekerjaan baru dan tetap semangat! ðÿ’ª",banyak yang terkejut dengan penutupan resmi tiktok shop tidak hanya pengguna tetapi juga pegawai host streamer yang harus mengalami phk semoga mereka segera menemukan pekerjaan baru dan tetap semangat,"['banyak', 'yang', 'terkejut', 'dengan', 'penutupan', 'resmi', 'tiktok', 'shop', 'tidak', 'hanya', 'pengguna', 'tetapi', 'juga', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'mengalami', 'phk', 'semoga', 'mereka', 'segera', 'menemukan', 'pekerjaan', 'baru', 'dan', 'tetap', 'semangat']","['banyak', 'yang', 'terkejut', 'dengan', 'penutupan', 'resmi', 'tiktok', 'shop', 'tidak', 'hanya', 'pengguna', 'tetapi', 'juga', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'mengalami', 'phk', 'semoga', 'mereka', 'segera', 'menemukan', 'pekerjaan', 'baru', 'dan', 'tetap', 'semangat']","['banyak', 'yang', 'kejut', 'dengan', 'tutup', 'resmi', 'tiktok', 'shop', 'tidak', 'hanya', 'guna', 'tetapi', 'juga', 'pegawai', 'host', 'streamer', 'yang', 'harus', 'alami', 'phk', 'moga', 'mereka', 'segera', 'temu', 'kerja', 'baru', 'dan', 'tetap', 'semangat']",banyak yang terkejut dengan penutupan resmi tiktok shop tidak hanya pengguna tetapi juga pegawai host streamer yang harus mengalami phk semoga mereka segera menemukan pekerjaan baru dan tetap semangat
"Para penjual di tiktok shop: Buruan guys!! Mumpung banting harga!!"" Tapi dinaikin harga coretnya doang, harga aslinya mah ya tetep segitu2 aja wkwk"";1;netral,,,,,,,,,,,,,,,",Positif,"para penjual di tiktok shop: buruan guys!! mumpung banting harga!!"" tapi dinaikin harga coretnya doang, harga aslinya mah ya tetep segitu2 aja wkwk"";1;netral,,,,,,,,,,,,,,,",para penjual di tiktok shop buruan guys mumpung banting harga tapi dinaikin harga coretnya doang harga aslinya mah ya tetep segitu2 aja wkwk1netral,"['para', 'penjual', 'di', 'tiktok', 'shop', 'buruan', 'guys', 'mumpung', 'banting', 'harga', 'tapi', 'dinaikin', 'harga', 'coretnya', 'doang', 'harga', 'aslinya', 'mah', 'ya', 'tetep', 'segitu2', 'aja', 'wkwk1netral']","['para', 'penjual', 'di', 'tiktok', 'shop', 'buruan', 'teman-teman', 'selagi', 'banting', 'harga', 'tetapi', 'naik', 'harga', 'coretnya', 'doang', 'harga', 'aslinya', 'mah', 'iya', 'tetep', 'segitu2', 'saja', 'wkwk1netral']","['para', 'jual', 'di', 'tiktok', 'shop', 'buru', 'teman', 'selagi', 'banting', 'harga', 'tetapi', 'naik', 'harga', 'coret', 'doang', 'harga', 'asli', 'mah', 'iya', 'tetep', 'segitu2', 'saja', 'wkwk1netral']",para penjual di tiktok shop buruan teman-teman selagi banting harga tetapi naik harga coretnya doang harga aslinya mah iya tetep segitu2 saja wkwk1netral
